,Symbol,Close_21,Close_19,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Founded
260,JBHT,196.1699981689453,116.58000183105469,J. B. Hunt,Industrials,Trucking,"Lowell, Arkansas",1961
261,SJM,130.22000122070312,103.1500015258789,JM Smucker,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",1897
262,JNJ,163.36000061035156,145.3000030517578,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1886
263,JCI,79.1500015258789,40.650001525878906,Johnson Controls,Industrials,Building Products,"Cork, Ireland",1885
264,JPM,162.57000732421875,138.6300048828125,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",2000 (1799 / 1871)
265,JNPR,32.65999984741211,24.5,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",1996
266,KSU,299.9800109863281,153.08999633789062,Kansas City Southern,Industrials,Railroads,"Kansas City, Missouri",1887
267,K,63.08000183105469,68.77999877929688,Kellogg's,Consumer Staples,Packaged Foods & Meats,"Battle Creek, Michigan",1906
268,KEY,23.209999084472656,20.219999313354492,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1825
269,KEYS,202.42999267578125,102.18000030517578,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2014
270,KMB,136.8800048828125,136.88999938964844,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1872
271,KIM,23.610000610351562,20.770000457763672,Kimco Realty,Real Estate,Retail REITs,"New Hyde Park, New York",1958
272,KMI,16.229999542236328,21.030000686645508,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",1997
273,KLAC,419.1499938964844,178.3699951171875,KLA Corporation,Information Technology,Semiconductor Equipment,"Milpitas, California",1975/1977 (1997)
274,KHC,34.5099983215332,31.709999084472656,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015 (1869)
275,KR,45.06999969482422,29.059999465942383,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1883
276,LHX,214.67999267578125,200.0800018310547,L3Harris Technologies,Industrials,Aerospace & Defense,"Melbourne, Florida",2019 (1895)
277,LH,296.1099853515625,168.35000610351562,LabCorp,Health Care,Health Care Services,"Burlington, North Carolina",1978
278,LRCX,706.1500244140625,292.5400085449219,Lam Research,Information Technology,Semiconductor Equipment,"Fremont, California",1980
279,LW,56.41999816894531,85.44999694824219,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2016 (1950)
280,LVS,37.06999969482422,69.30000305175781,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",1988
281,LEG,43.369998931884766,51.04999923706055,Leggett & Platt,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",1883
282,LDOS,89.81999969482422,98.06999969482422,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",1969
283,LEN,114.81999969482422,55.7400016784668,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",1954
284,LLY,245.11000061035156,131.3000030517578,Eli Lilly,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1876
285,LNC,67.5,58.66999816894531,Lincoln National,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1905
286,LIN,330.6499938964844,211.49000549316406,Linde,Materials,Industrial Gases,"Guildford, England",1879
287,LYV,108.62999725341797,71.20999908447266,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2010
288,LKQ,58.68000030517578,35.70000076293945,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",1998
289,LMT,339.1700134277344,391.8999938964844,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1995
290,L,56.849998474121094,52.0099983215332,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",1959
291,LOW,256.9100036621094,120.05000305175781,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1904/1946/1959
292,LUMN,12.279999732971191,13.100000381469727,Lumen Technologies,Communication Services,Alternative Carriers,"Monroe, Louisiana",1983 (1877)
293,LYB,90.11000061035156,94.08999633789062,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2007
294,MTB,152.7100067138672,169.4199981689453,M&T Bank,Financials,Regional Banks,"Buffalo, New York",1856
295,MRO,16.309999465942383,13.420000076293945,Marathon Oil,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1887
296,MPC,64.2300033569336,59.66999816894531,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2009 (1887)
297,MKTX,380.67999267578125,374.5,MarketAxess,Financials,Financial Exchanges & Data,"New York City, New York",2000
298,MAR,156.52999877929688,151.8699951171875,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",1927
299,MMC,172.5800018310547,111.83000183105469,Marsh & McLennan,Financials,Insurance Brokers,"New York City, New York",1905
300,MLM,422.8599853515625,277.95001220703125,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",1993
301,MAS,68.5999984741211,48.09000015258789,Masco,Industrials,Building Products,"Livonia, Michigan",1929
302,MA,339.510009765625,297.7200012207031,Mastercard,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",1966
303,MTCH,134.4499969482422,250.07000732421875,Match Group,Communication Services,Interactive Media & Services,"Dallas, Texas",1986
304,MKC,87.83000183105469,170.3800048828125,McCormick & Company,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",1889
305,MCD,259.9100036621094,196.91000366210938,McDonald's,Consumer Discretionary,Restaurants,"Chicago, Illinois",1940
306,MCK,224.57000732421875,137.1699981689453,McKesson Corporation,Health Care,Health Care Distributors,"Irving, Texas",1833
307,MDT,112.2699966430664,112.93000030517578,Medtronic,Health Care,Health Care Equipment,"Dublin, Ireland",1949
308,MRK,72.27999877929688,91.02999877929688,Merck,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1891
309,FB,322.80999755859375,204.41000366210938,Meta Platforms,Communication Services,Interactive Media & Services,"Menlo Park, California",2004
310,MET,60.529998779296875,50.70000076293945,MetLife,Financials,Life & Health Insurance,"New York City, New York",1868
311,MTD,1566.1500244140625,791.9099731445312,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",1945
312,MGM,42.7400016784668,33.31999969482422,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",1986
313,MCHP,88.88999938964844,104.98999786376953,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",1989
314,MU,85.83000183105469,53.209999084472656,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",1978
315,MSFT,334.9200134277344,157.58999633789062,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975
316,MAA,215.00999450683594,130.5500030517578,Mid-America Apartments,Real Estate,Residential REITs,"Memphis, Tennessee",1977
317,MRNA,282.3500061035156,19.049999237060547,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",2010
318,MHK,179.3300018310547,135.3800048828125,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",1878
319,TAP,46.689998626708984,53.779998779296875,Molson Coors,Consumer Staples,Brewers,"Chicago, Illinois","2005 (Molson 1786, Coors 1873)"
320,MDLZ,61.40999984741211,55.0,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012
321,MPWR,538.780029296875,178.38999938964844,Monolithic Power Systems,Information Technology,Semiconductors,"Kirkland, Washington",1997
322,MNST,88.37000274658203,63.36000061035156,Monster Beverage,Consumer Staples,Soft Drinks,"Corona, California",2012 (1935)
323,MCO,398.3999938964844,237.66000366210938,Moody's,Financials,Financial Exchanges & Data,"New York City, New York",1909
324,MS,102.5,50.959999084472656,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York",1935
325,MOS,35.869998931884766,21.030000686645508,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2004 (1865 / 1909)
326,MSI,254.97000122070312,160.9600067138672,Motorola Solutions,Information Technology,Communications Equipment,"Chicago, Illinois",1928 (2011)
327,MSCI,637.0700073242188,256.9200134277344,MSCI,Financials,Financial Exchanges & Data,"New York City, New York",1969
328,NDAQ,205.5500030517578,107.0199966430664,Nasdaq,Financials,Financial Exchanges & Data,"New York City, New York",1971
329,NTAP,90.66999816894531,61.529998779296875,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals","Sunnyvale, California",1992
330,NFLX,625.5800170898438,323.30999755859375,Netflix,Communication Services,Movies & Entertainment,"Los Gatos, California",1997
331,NWL,22.709999084472656,19.1200008392334,Newell Brands,Consumer Discretionary,Housewares & Specialties,"Atlanta, Georgia",1903
332,NEM,56.38999938964844,43.75,Newmont,Materials,Gold,"Denver, Colorado",1921
333,NWSA,21.989999771118164,14.069999694824219,News Corp (Class A),Communication Services,Publishing,"New York City, New York",2013 (1980)
334,NWS,22.239999771118164,14.460000038146973,News Corp (Class B),Communication Services,Publishing,"New York City, New York",2013 (1980)
335,NEE,90.41000366210938,241.2899932861328,NextEra Energy,Utilities,Multi-Utilities,"Juno Beach, Florida",1984 (1925)
336,NLSN,20.579999923706055,20.100000381469727,Nielsen Holdings,Industrials,Research & Consulting Services,"New York City, New York",1923
337,NKE,171.2899932861328,100.80000305175781,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1964
338,NI,25.829999923706055,27.520000457763672,NiSource,Utilities,Multi-Utilities,"Merrillville, Indiana",1912
339,NSC,287.4599914550781,193.61000061035156,Norfolk Southern,Industrials,Railroads,"Norfolk, Virginia",1881/1894 (1980)
340,NTRS,120.16999816894531,106.31999969482422,Northern Trust,Financials,Asset Management & Custody Banks,"Chicago, Illinois",1889
341,NOC,362.6700134277344,349.07000732421875,Northrop Grumman,Industrials,Aerospace & Defense,"West Falls Church, Virginia","1994 (Northrop 1939, Grumman 1930)"
342,NLOK,24.739999771118164,25.479999542236328,NortonLifeLock,Information Technology,Application Software,"Tempe, Arizona",1982
343,NCLH,20.1200008392334,58.59000015258789,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",2011 (1966)
344,NRG,38.86000061035156,39.22999954223633,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Houston, Texas",1992
345,NUE,114.01000213623047,56.08000183105469,Nucor,Materials,Steel,"Charlotte, North Carolina",1940
346,NVDA,324.2699890136719,232.32000732421875,Nvidia,Information Technology,Semiconductors,"Santa Clara, California",1993
347,NVR,5671.3798828125,3823.0,NVR,Consumer Discretionary,Homebuilding,"Reston, Virginia",1980
348,NXPI,238.89999389648438,127.55000305175781,NXP,Information Technology,Semiconductors,"Eindhoven, Netherlands",1953
349,ORLY,672.7899780273438,437.510009765625,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",1957
350,OXY,31.1200008392334,40.70000076293945,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1920
351,ODFL,364.0,188.4199981689453,Old Dominion Freight Line,Industrials,Trucking,"Thomasville, North Carolina",1934
352,OMC,69.87999725341797,80.91000366210938,Omnicom Group,Communication Services,Advertising,"New York City, New York",1986
353,OKE,62.68000030517578,75.41999816894531,Oneok,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1906
354,ORCL,90.05000305175781,52.70000076293945,Oracle,Information Technology,Application Software,"Austin, Texas",1977
355,PCAR,87.61000061035156,78.97000122070312,Paccar,Industrials,Construction Machinery & Heavy Trucks,"Bellevue, Washington",1905
356,PKG,135.36000061035156,111.72000122070312,Packaging Corporation of America,Materials,Paper Packaging,"Lake Forest, Illinois",1959
357,PH,314.4599914550781,205.75999450683594,Parker-Hannifin,Industrials,Industrial Machinery,"Cleveland, Ohio",1917
358,PAYX,123.12999725341797,84.88999938964844,Paychex,Information Technology,Data Processing & Outsourced Services,"Penfield, New York",1971
359,PAYC,435.3900146484375,262.4200134277344,Paycom,Information Technology,Application Software,"Oklahoma City, Oklahoma",1998
360,PYPL,191.02000427246094,107.97000122070312,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",1998
361,PENN,51.439998626708984,25.5,Penn National Gaming,Consumer Discretionary,Casinos & Gaming,"Wyomissing, Pennsylvania",1972
362,PNR,74.76000213623047,45.81999969482422,Pentair,Industrials,Industrial Machinery,"Worsley, England",1966
363,PBCT,17.6200008392334,16.790000915527344,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",1842
364,PEP,166.22999572753906,136.80999755859375,PepsiCo,Consumer Staples,Soft Drinks,"Purchase, New York",1898
365,PKI,185.57000732421875,96.66000366210938,PerkinElmer,Health Care,Health Care Equipment,"Waltham, Massachusetts",1937
366,PFE,51.720001220703125,38.90999984741211,Pfizer,Health Care,Pharmaceuticals,"New York City, New York",1849
367,PM,90.41000366210938,85.69999694824219,Philip Morris International,Consumer Staples,Tobacco,"New York City, New York",2008 (1847)
368,PSX,72.4800033569336,110.37000274658203,Phillips 66,Energy,Oil & Gas Refining & Marketing,"Houston, Texas",2012 (1917)
369,PNW,66.55999755859375,89.25,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",1985
370,PXD,185.74000549316406,150.8699951171875,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",1997
371,PNC,203.3000030517578,160.02000427246094,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",1845
372,POOL,563.1699829101562,214.94000244140625,Pool Corporation,Consumer Discretionary,Distributors,"Covington, Louisiana",1993
373,PPG,166.27999877929688,132.9199981689453,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1883
374,PPL,29.31999969482422,35.66999816894531,PPL,Utilities,Electric Utilities,"Allentown, Pennsylvania",1920
375,PFG,71.22000122070312,54.650001525878906,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",1879
376,PG,151.75,124.47000122070312,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",1837
377,PGR,96.80999755859375,72.31999969482422,Progressive Corporation,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",1937
378,PLD,159.3000030517578,88.86000061035156,Prologis,Real Estate,Industrial REITs,"San Francisco, California",1983
379,PRU,105.75,92.87999725341797,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",1875
380,PTC,120.19999694824219,75.29000091552734,PTC,Information Technology,Application Software,"Boston, Massachusetts",1985
381,PEG,64.62000274658203,58.66999816894531,Public Service Enterprise Group,Utilities,Electric Utilities,"Newark, New Jersey",1903
382,PSA,340.260009765625,211.2100067138672,Public Storage,Real Estate,Specialized REITs,"Glendale, California",1972
383,PHM,54.66999816894531,38.79999923706055,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1956
384,PVH,104.44999694824219,104.01000213623047,PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",1881
385,QRVO,161.50999450683594,116.20999908447266,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",2015
386,PWR,117.0,40.880001068115234,Quanta Services,Industrials,Construction & Engineering,"Houston, Texas",1997
387,QCOM,183.72000122070312,88.43000030517578,Qualcomm,Information Technology,Semiconductors,"San Diego, California",1985
388,DGX,160.13999938964844,106.3499984741211,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",1967
389,RL,124.5199966430664,116.58000183105469,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",1967
390,RJF,98.9000015258789,90.06999969482422,Raymond James Financial,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",1962
391,RTX,85.01000213623047,149.8800048828125,Raytheon Technologies,Industrials,Aerospace & Defense,"Waltham, Massachusetts",1922
392,O,68.38999938964844,73.25,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California",1969
393,REG,74.12999725341797,62.400001525878906,Regency Centers,Real Estate,Retail REITs,"Jacksonville, Florida",1963
394,REGN,635.0900268554688,373.70001220703125,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",1988
395,RF,22.8700008392334,17.1200008392334,Regions Financial Corporation,Financials,Regional Banks,"Birmingham, Alabama",1971
396,RSG,135.60000610351562,90.0,Republic Services,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",1998 (1981)
397,RMD,265.9100036621094,154.58999633789062,ResMed,Health Care,Health Care Equipment,"San Diego, California",1989
398,RHI,109.26000213623047,62.880001068115234,Robert Half International,Industrials,Human Resource & Employment Services,"Menlo Park, California",1948
399,ROK,350.760009765625,202.92999267578125,Rockwell Automation,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",1903
400,ROL,32.4900016784668,32.880001068115234,Rollins,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",1948
401,ROP,471.92999267578125,355.5799865722656,Roper Technologies,Industrials,Industrial Conglomerates,"Sarasota, Florida",1981
402,ROST,113.0999984741211,116.5,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",1982
403,RCL,71.63999938964844,133.35000610351562,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1997
404,SPGI,470.4599914550781,271.94000244140625,S&P Global,Financials,Financial Exchanges & Data,"New York City, New York",1917
405,CRM,266.989990234375,162.44000244140625,Salesforce,Information Technology,Application Software,"San Francisco, California",1999
406,SBAC,360.07000732421875,238.49000549316406,SBA Communications,Real Estate,Specialized REITs,"Boca Raton, Florida",1989
407,SLB,30.760000228881836,40.400001525878906,Schlumberger,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",1926
408,STX,108.5199966430664,59.290000915527344,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",1979
409,SEE,64.41999816894531,39.40999984741211,Sealed Air,Materials,Paper Packaging,"Charlotte, North Carolina",1960
410,SRE,126.91000366210938,151.0500030517578,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",1998
411,NOW,663.3900146484375,282.80999755859375,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",2003
412,SHW,341.7699890136719,578.739990234375,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",1866
413,SPG,156.25,147.58999633789062,Simon Property Group,Real Estate,Retail REITs,"Indianapolis, Indiana",2003
414,SWKS,157.32000732421875,121.02999877929688,Skyworks Solutions,Information Technology,Semiconductors,"Woburn, Massachusetts",2002
415,SNA,214.27000427246094,168.83999633789062,Snap-on,Industrials,Industrial Machinery,"Kenosha, Wisconsin",1920
416,SO,64.47000122070312,63.34000015258789,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",1945
417,LUV,45.209999084472656,54.08000183105469,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",1967
418,SWK,186.0500030517578,165.6699981689453,Stanley Black & Decker,Industrials,Industrial Machinery,"New Britain, Connecticut",1843
419,SBUX,116.26000213623047,87.44000244140625,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",1971
420,STT,94.9000015258789,79.87999725341797,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",1792
421,STE,228.32000732421875,151.94000244140625,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",1985
422,SYK,260.54998779296875,208.72999572753906,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",1941
423,SIVB,716.780029296875,249.82000732421875,SVB Financial,Financials,Regional Banks,"Santa Clara, California",1983
424,SYF,47.59000015258789,36.04999923706055,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",2003
425,SNPS,356.20001220703125,139.10000610351562,Synopsys,Information Technology,Application Software,"Mountain View, California",1986
426,SYY,72.91999816894531,85.80000305175781,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",1969
427,TMUS,117.1500015258789,78.08000183105469,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",1994
428,TROW,204.22000122070312,121.80999755859375,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",1937
429,TTWO,167.2899932861328,122.3499984741211,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",1993
430,TPR,43.70000076293945,26.59000015258789,Tapestry,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2017
431,TGT,245.6300048828125,128.88999938964844,Target,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",1902
432,TEL,159.22000122070312,95.58000183105469,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",2007
433,TDY,432.55999755859375,348.3699951171875,Teledyne Technologies,Industrials,Aerospace & Defense,"Thousand Oaks, California",1960
434,TFX,321.80999755859375,371.3900146484375,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",1943
435,TER,159.11000061035156,68.76000213623047,Teradyne,Information Technology,Semiconductor Equipment,"North Reading, Massachusetts",1960
436,TSLA,1051.75,82.94000244140625,Tesla,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2003
437,TXN,199.02999877929688,127.66000366210938,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",1930
438,TXT,75.2300033569336,44.4900016784668,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",1923
439,TMO,628.7100219726562,325.0400085449219,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2006 (1902)
440,TJX,74.12000274658203,61.16999816894531,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1987
441,TSCO,233.33999633789062,92.9000015258789,Tractor Supply Company,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",1938
442,TT,198.74000549316406,103.09542083740234,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",1871
443,TDG,603.3599853515625,562.010009765625,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",1993
444,TRV,153.08999633789062,136.49000549316406,The Travelers Companies,Financials,Property & Casualty Insurance,"New York City, New York",1853
445,TRMB,87.5999984741211,41.68000030517578,Trimble,Information Technology,Electronic Equipment & Instruments,"Sunnyvale, California",1978
446,TFC,60.58000183105469,56.41999816894531,Truist Financial,Financials,Regional Banks,"Charlotte, North Carolina",1872
447,TWTR,44.459999084472656,32.029998779296875,Twitter,Communication Services,Interactive Media & Services,"San Francisco, California",2006
448,TYL,524.0599975585938,298.3599853515625,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",1966
449,TSN,83.97000122070312,90.33999633789062,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",1935
450,UDR,58.97999954223633,46.33000183105469,UDR,Real Estate,Residential REITs,"Highlands Ranch, Colorado",1972
451,ULTA,407.70001220703125,251.35000610351562,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",1990
452,USB,57.689998626708984,59.16999816894531,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota",1968
453,UAA,24.450000762939453,21.280000686645508,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",1996
454,UA,20.760000228881836,18.989999771118164,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",1996
455,UNP,247.47000122070312,180.14999389648438,Union Pacific,Industrials,Railroads,"Omaha, Nebraska",1862
456,UAL,43.40999984741211,87.95999908447266,United Airlines,Industrials,Airlines,"Chicago, Illinois",1967
457,UNH,464.7300109863281,293.8500061035156,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",1977
458,UPS,205.38999938964844,116.44000244140625,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",1907
459,URI,356.75,168.36000061035156,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",1997
460,UHS,128.4199981689453,142.64999389648438,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",1979
461,VLO,71.62999725341797,92.87999725341797,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",1980
462,VTR,49.41999816894531,57.97999954223633,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",1998
463,VRSN,244.27999877929688,192.3300018310547,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",1995
464,VRSK,225.44000244140625,147.5500030517578,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",1971
465,VZ,50.790000915527344,61.209999084472656,Verizon Communications,Communication Services,Integrated Telecommunication Services,"New York City, New York",1983 (1877)
466,VRTX,205.22000122070312,218.97000122070312,Vertex Pharmaceuticals,Health Care,Biotechnology,"Cambridge, Massachusetts",1989
467,VFC,76.86000061035156,99.55999755859375,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",1899
468,VIAC,31.3799991607666,41.47999954223633,ViacomCBS,Communication Services,Movies & Entertainment,"New York City, New York",2019 (1952)
469,VTRS,12.399999618530273,19.43000030517578,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",1961
470,V,207.3699951171875,187.8300018310547,Visa,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",1958
471,VNO,42.279998779296875,65.63999938964844,Vornado Realty Trust,Real Estate,Office REITs,"New York City, New York",1982
472,VMC,199.75999450683594,142.52999877929688,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",1909
473,WRB,79.7699966430664,68.62999725341797,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",1967
474,WAB,91.4800033569336,77.5999984741211,Wabtec,Industrials,Construction Machinery & Heavy Trucks,"Pittsburgh, Pennsylvania",1999 (1869)
475,WMT,138.5500030517578,119.4000015258789,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",1962
476,WBA,48.22999954223633,58.90999984741211,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",2014
477,DIS,150.80999755859375,143.77000427246094,The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California",1923
478,WM,164.25,113.7699966430664,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",1968
479,WAT,344.1000061035156,233.19000244140625,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",1958
480,WEC,92.33999633789062,92.16999816894531,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",1896
481,WFC,50.25,53.599998474121094,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",1852
482,WELL,84.77999877929688,81.01000213623047,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",1970
483,WST,429.9700012207031,150.80999755859375,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",1923
484,WDC,59.16999816894531,62.380001068115234,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",1970
485,WU,17.329999923706055,26.780000686645508,Western Union,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",1851
486,WRK,45.189998626708984,42.599998474121094,WestRock,Materials,Paper Packaging,"Atlanta, Georgia",2015
487,WY,39.349998474121094,29.93000030517578,Weyerhaeuser,Real Estate,Specialized REITs,"Seattle, Washington",1900
488,WHR,229.61000061035156,146.22000122070312,Whirlpool Corporation,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",1911
489,WMB,27.760000228881836,23.200000762939453,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1908
490,WLTW,231.61000061035156,201.5800018310547,Willis Towers Watson,Financials,Insurance Brokers,"London, England",2016
